none_1,none_2,Cyclon_1,Cyclon_2,Cyclon-CT_1,Cyclon-CT_2,Cyclon-NT_1,Cyclon-NT_2,gene_type,gene_name,Cyclon_mean
0.0,22716.76665628847,8869.72606062814,10090.383528312472,21711.59465797184,14704.864086848733,12605.996544943167,7370.055486750031,snRNA,RNU4-2,9480.054794470307
0.0,0.0,7979.440765093568,10854.637477548877,9744.50867957101,9030.426116052577,10268.855378785112,14259.540394478918,rRNA_pseudogene,RNA5SP202,9417.039121321222
62050.01638028544,27612.621539109256,8984.420794170745,9682.922487468635,16394.295809526535,16293.691259394858,11970.942300895653,10659.397143320044,snRNA,RNU5B-1,9333.67164081969
0.0,3887.213711816352,9949.73720312372,8178.779188444382,19213.27614557428,9645.810202543573,13435.999682140024,6460.220008407557,snoRNA,SNORA73A,9064.25819578405
0.0,0.0,7492.889498929326,10461.353510971016,8185.387290839648,5019.8545174527535,11435.770762737964,5996.744700778924,Mt_tRNA,MT-TP,8977.12150495017
98600.02602894674,21938.795195456674,10469.51683412043,7436.838184439382,8260.139686189781,3636.9113398896666,9130.713250874933,5225.6211002810605,tRNA,tRNA28141,8953.177509279905
0.0,0.0,9357.511219966837,6429.199712218232,5153.762368306445,3320.277885094077,6732.748154685555,4384.716555408246,misc_RNA,VTRNA1-1,7893.355466092535
0.0,0.0,8602.226385783799,7131.5492606118205,5301.012721686629,5659.06703272628,7406.022970154111,8894.7107266853,tRNA,tRNA30958,7866.88782319781
0.0,0.0,8958.051424963534,5828.023157551877,5688.586765017491,4174.4422611941145,4192.088473672138,6080.691826839738,tRNA,tRNA30964,7393.037291257706
99969.47083490434,0.0,7719.94675647264,6760.114403288289,2576.8811841532224,2458.282664925423,3857.3036302886,4019.323509124226,tRNA,tRNA30343,7240.030579880465
0.0,0.0,8713.603269681988,5467.815305629978,3214.723061418872,2566.0715795119686,4949.569806786163,4428.129590610308,misc_RNA,Vault,7090.709287655983
4616.935150810206,44173.10976173091,4526.047809418575,8313.429721904027,3629.782604490364,7852.601365837117,3669.758014396441,6516.577557226012,Mt_rRNA,MT-RNR2,6419.738765661301
0.0,31737.67780562253,6354.834220267111,6335.229164057223,7565.660305913271,5242.052233220762,5588.386235101044,5113.274641596506,snRNA,RN7SK,6345.031692162167
0.0,0.0,5651.001025737972,7038.839120223867,5937.134248289025,4349.053217490919,7109.782051347946,7155.857418426257,rRNA_pseudogene,RNA5SP145,6344.92007298092
0.0,31450.0251366894,6297.2375354912765,6277.810168612596,7497.089366584752,5194.541185789758,5537.736208801034,5066.930762669649,misc_RNA,7SK,6287.523852051936
0.0,0.0,6496.05275849527,5935.710207765326,1696.9705359057807,2929.3821303292493,8128.561796510609,5133.326699014531,tRNA,tRNA20288,6215.881483130298
0.0,10712.588958316635,4492.544266308493,7262.731604870567,4964.159070475773,5539.0640457660265,5758.864015253615,5543.220260683334,misc_RNA,RN7SL1,5877.63793558953
0.0,0.0,5076.129374118997,6154.624704363627,3176.976802380685,2770.9800684873653,3804.463854531221,3243.4889587951407,tRNA,tRNA23969,5615.377039241312
0.0,0.0,6875.577579983445,4314.448014598655,2536.617415650828,2024.790855708663,3905.519925667207,3494.0710050909456,vault_RNA,VTRNA2-1,5595.01279729105
0.0,0.0,6496.05275849527,4565.930929050252,1696.9705359057807,1233.4240548754735,2709.52059883687,4331.244402293511,tRNA,tRNA13020,5530.991843772761
0.0,0.0,3890.85316526221,6739.31405127817,7235.882365102248,5360.460942488808,12442.118589858906,11628.268304942669,rRNA_pseudogene,RNA5SP473,5315.08360827019
0.0,0.0,6433.288963727199,4160.070402023563,1932.660888114917,5618.931805543823,5400.225082404039,2923.144370272164,tRNA,tRNA35974,5296.679682875381
0.0,0.0,4978.2834223982445,5598.599419545729,6068.916433706656,4371.738998238536,8305.820153443863,5409.183040316714,rRNA_pseudogene,RNA5SP442,5288.441420971987
11281.8211600519,7530.714965211616,5094.075838569619,5354.949557463715,6434.124962940569,4527.951903644543,7835.525869677154,5175.065150818823,lncRNA,ENSG00000259001,5224.512698016667
0.0,0.0,4236.55614684474,6164.006754217839,1696.9705359057807,1850.1360823132104,6096.421347382957,4652.077320981919,tRNA,tRNA30946,5200.28145053129
0.0,0.0,5724.90433626061,4417.1534043958045,1563.5009431940905,3409.239522464792,4368.721414978549,4138.384164654974,tRNA,tRNA26988,5071.028870328208
0.0,0.0,4801.430299757373,4565.930929050252,3959.597917113488,1850.1360823132104,4064.2808982553047,2245.830430818857,tRNA,tRNA25812,4683.680614403813
27472.526336309584,18338.15323589699,4331.420508402587,4787.256588588183,3009.639856301092,3812.080642883262,3392.071589383562,4267.567639805735,lncRNA,ENSG00000270103,4559.338548495385
0.0,0.0,5330.439427088251,3714.3485732353233,4049.384717955064,3311.1562425526104,881.6694012088227,3131.940396720176,snRNA,RNU6ATAC,4522.3940001617875
0.0,0.0,3925.396655833546,5076.696083825364,3930.835704640509,4607.047899884449,4707.217989504732,7022.9782116284605,rRNA_pseudogene,RNA5SP132,4501.046369829455
0.0,0.0,5146.63117098176,3770.0638018338536,1288.4405920766112,1053.5497135394671,3085.8429042308794,3471.2339396981947,tRNA,tRNA30984,4458.347486407807
26857.46977654146,17927.59756643661,4234.448407468201,4680.079202276507,2942.259859518232,3726.735553863487,3316.129688128706,4172.025080705606,snRNA,RNU11,4457.263804872355
0.0,0.0,3627.444861475096,5187.557669993237,1117.6834051748915,1675.5248456290317,3346.094715431074,2218.7722328571845,tRNA,tRNA36231,4407.501265734167
47985.34600075408,58722.8418065057,3705.574443106867,4929.683426397922,9740.61087609918,6911.286120818904,5554.517227615584,6577.074833112369,snRNA,RNU12,4317.628934752394
0.0,0.0,3676.165122129829,4902.940116670628,6258.140018657826,4515.213058026287,3526.677604835291,5011.104634752281,snRNA,RNU7-1,4289.552619400229
0.0,0.0,3087.978702589056,5348.661945458865,4417.5106014055245,4334.604535705235,3703.011485077056,7767.212183866035,rRNA_pseudogene,RNA5SP23,4218.320324023961
0.0,0.0,6345.161717648744,2051.541568121209,0.0,692.7450171218413,760.8927709062443,1261.3568173092217,tRNA,tRNA13022,4198.351642884976
0.0,0.0,4243.024171496412,3858.3859072203263,6019.279712602183,6080.027354472038,2544.053692037672,2108.680480845187,snoRNA,SNORA3B,4050.7050393583695
0.0,0.0,4181.63782642268,3900.06600189709,1288.4405920766112,702.3664756929779,1542.9214521154397,1278.8756619940716,tRNA,tRNA30128,4040.8519141598845
0.0,0.0,4106.354657698213,3850.277925277128,7566.16177474776,6545.457794755837,5515.123488412636,3171.922614550646,snoRNA,SNORA74D,3978.3162914876702
0.0,0.0,3618.7250420965497,4290.072602086798,3382.156554201105,2502.1805696562337,2892.977722716449,4932.8061248342765,rRNA_pseudogene,RNA5SP134,3954.3988220916735
0.0,0.0,3489.83894470681,4359.525832257568,3812.372162856823,2078.235051365524,3804.463854531221,1982.1321414859196,tRNA,tRNA35839,3924.682388482189
0.0,12610.48857691604,4194.301781075686,3095.485456623832,5113.181562256788,4977.400221446301,3061.5449286070143,4350.191228200307,snRNA,RNU4ATAC,3644.893618849759
0.0,0.0,3285.08372615857,3983.046129597028,9210.97955186684,4931.509297418782,4333.311312324215,2705.463406528492,snRNA,RNU4-1,3634.064927877799
0.0,0.0,2868.42058382699,4207.777631404567,851.0800241240001,3711.587981643627,4586.298628306445,6396.054424861569,rRNA_pseudogene,RNA5SP74,3538.0991076157784
0.0,0.0,2712.413725247144,4216.287569618475,2507.235746743676,3530.815256186321,4003.2556595427623,7110.35117093229,rRNA_pseudogene,RNA5SP448,3464.3506474328096
0.0,0.0,4185.5133017020335,2706.551827822558,3353.0502155246745,1218.5635240938411,4684.532601603503,6180.865505816442,tRNA,tRNA27082,3446.032564762296
0.0,0.0,2690.284475740465,4160.070402023562,9370.477033284444,10727.05162876548,4488.49876979037,3122.449668245265,snoRNA,SNORA74A,3425.177438882013
0.0,0.0,3423.7235568092337,3413.8087162265992,6856.934969832622,5645.038634923355,5937.0453008381655,2730.106534499474,miRNA,MIR1248,3418.7661365179165
0.0,0.0,2894.98003367724,3770.0638018338536,1288.4405920766112,1843.7119986940672,1542.9214521154397,2923.144370272164,tRNA,tRNA34169,3332.521917755547
0.0,8997.371063305265,3144.794041077703,3505.326737345528,6298.30296616686,5456.914010645208,4315.672654939523,2697.3396787483307,snoRNA,SNORA81,3325.060389211615
0.0,5975.865855478869,2765.3540620200497,3841.8560615702672,4153.77862520221,5597.651149638498,3108.871582620662,3681.198600622594,snoRNA,SNORD118,3303.6050617951587
0.0,0.0,2551.5078262918046,3807.522062869023,589.6253556960763,2678.516220863052,470.7217989504732,4459.033785160928,rRNA_pseudogene,RNA5SP242,3179.5149445804136
0.0,0.0,3106.807841019476,3196.1516503351754,1696.9705359057807,1541.780068594342,677.3801497092174,1604.164593442041,tRNA,tRNA27080,3151.479745677326
0.0,0.0,2375.368232760812,3920.066340368356,3171.546072803966,3565.860568902811,5459.568215177709,5846.288740544327,rRNA_pseudogene,RNA5SP358,3147.7172865645844
0.0,0.0,2990.840299693042,3223.365808190442,3839.7236187713584,5358.45152316762,3494.5638186985457,2352.066496609721,snoRNA,SNORA6,3107.103053941742
0.0,13346.100410569476,3087.978702589056,3120.052801517672,2705.725243360884,2423.164341140774,1388.629306903896,2850.06576101536,rRNA_pseudogene,RNA5SP141,3104.015752053364
0.0,0.0,2530.0665840540587,3618.212492516291,1169.3410415485214,3187.20921743032,4200.895382230273,5637.492714096316,rRNA_pseudogene,RNA5SP252,3074.139538285175
0.0,0.0,2270.5725754331293,3854.1828724630063,2728.462430279883,2354.9934773235145,1633.6815375339952,4126.792052148938,rRNA_pseudogene,RNA5SP191,3062.377723948068
0.0,0.0,4068.620587870716,2023.818033416868,626.808936685919,170.84589949288653,1501.220872328536,2488.6229098263016,tRNA,tRNA12977,3046.219310643792
0.0,0.0,3134.414472552801,2955.839496174636,8370.020086873625,6178.712605720181,1252.8986227704322,2472.584523726454,snoRNA,SNORA66,3045.1269843637183
0.0,17407.95705726453,2013.899153862428,4069.6340889360936,2016.6896223807828,1923.8733899416352,1811.2556177007336,1000.8592137344908,rRNA_pseudogene,RNA5SP199,3041.7666213992607
0.0,0.0,2992.563630318046,2944.76893626387,1042.3339621293935,1278.464820924297,1872.3091778479493,1625.7937789715968,misc_RNA,VTRNA1-3,2968.666283290958
0.0,0.0,3037.356100907268,2762.0139554418733,2281.1735072831807,2590.6960169003287,3642.306378764317,4205.015057235777,rRNA_pseudogene,RNA5SP215,2899.6850281745706
0.0,0.0,3859.97337823632,1820.0308008853085,1288.4405920766112,877.9580946162224,2314.38217817316,2740.4478471301536,tRNA,tRNA36013,2840.002089560814
0.0,3357.5095372501823,2646.1452718726973,3021.9379335454178,2479.6403847512142,2584.178542643976,1513.8097266038278,2026.8972756132457,Mt_rRNA,MT-RNR1,2834.0416027090578
0.0,0.0,3117.6708054985656,2520.042647379658,7135.978663808924,6321.298281236802,1602.2645848891104,1264.82208329084,snoRNA,SNORD46,2818.8567264391118
0.0,26692.20082113895,3087.978702589056,2496.042241214137,5024.918309098784,2949.939197910508,1620.0675247212118,2192.358277704123,snRNA,RNU5E-1,2792.0104719015962
0.0,0.0,3489.83894470681,2051.541568121209,3812.372162856823,1039.117525682762,5326.24939634371,1261.3568173092217,tRNA,tRNA31856,2770.690256414009
0.0,0.0,2530.0665840540587,2988.958145991719,0.0,3080.968910182643,1400.2984607434246,5084.797349969226,rRNA_pseudogene,5S_rRNA,2759.512365022889
0.0,0.0,1603.373557113548,3888.065798814329,1783.994665952231,4668.035653836408,2136.3527798521477,1922.529566602077,snoRNA,SNORA65,2745.7196779639385
0.0,0.0,2118.27807342237,3310.299923561432,6505.05372097216,4316.984192064157,1016.0702245638262,2967.704497867776,snRNA,RNVU1-7,2714.288998491901
0.0,13688.30811340459,2375.368232760812,2880.048739862466,3171.546072803966,6051.157329047194,4272.705559704295,5284.145592415065,snRNA,RNU5F-1,2627.708486311639
0.0,0.0,2416.678984634913,2767.351180476543,403.33792447615656,2858.326179341858,1932.005992214116,2973.981663668201,rRNA_pseudogene,RNA5SP171,2592.015082555728
98600.02602894674,219387.9519545667,2538.0646870594983,2564.4269601515107,4447.767523332959,1385.4900342436829,6848.034938156199,2342.5198035742683,tRNA,tRNA13001,2551.2458236055045
0.0,0.0,2819.4588154073986,2278.995089804212,1613.3516979046262,1649.0343342356873,2898.008988321173,4003.4368549379633,rRNA_pseudogene,RNA5SP143,2549.2269526058053
0.0,0.0,3172.580858824372,1795.0988721060576,3176.976802380685,3463.7250856092064,1521.7855418124886,1081.162986265047,snoRNA,SNORD6,2483.8398654652146
0.0,0.0,1996.5379542601647,2743.49470478278,3998.6087340308623,3269.637042019035,2394.1884601791303,2381.3546809544778,snRNA,RNU5D-1,2370.0163295214725
0.0,0.0,2894.98003367724,1820.0308008853085,644.2202960383056,702.3664756929779,2314.38217817316,2740.4478471301536,tRNA,tRNA30977,2357.5054172812743
0.0,0.0,2631.8000306156723,1985.4881464203363,3513.9288874816666,4309.976100843273,2103.983798339236,1444.96341030499,snoRNA,SNORA18,2308.6440885180045
0.0,0.0,2375.368232760812,2240.037908781918,1585.773036401983,1512.7893322617986,949.4901243787322,3035.572999898016,rRNA_pseudogene,RNA5SP72,2307.7030707713648
0.0,0.0,2177.420880030744,2400.040616552055,396.44325910049577,864.4510470067421,3797.9604975149286,4609.573814659951,rRNA_pseudogene,RNA5SP336,2288.7307482913993
0.0,0.0,1839.66331206743,2735.038285810391,2370.215313184134,2036.7223062144972,2869.8339009347183,2579.528749546671,misc_RNA,RN7SL2,2287.3507989389104
0.0,0.0,2375.368232760812,2160.03655489685,1783.994665952231,1782.9302844514054,4272.705559704295,4047.430666530688,rRNA_pseudogene,RNA5SP208,2267.702393828831
0.0,0.0,2672.289261855913,1748.601020630783,5351.983997856693,6460.227913791457,610.386508529185,1662.337595182247,snoRNA,SNORA23,2210.445141243348
0.0,0.0,583.8615193970904,3775.5260791474343,1948.901735914202,2124.8061449535467,1400.2984607434246,4642.641058667554,rRNA_pseudogene,RNA5SP357,2179.6937992722624
0.0,0.0,2270.5725754331293,2080.0352010117813,4699.018629926464,3553.148053505653,2541.282391719548,1977.421191654699,snoRNA,SNORA62,2175.3038882224555
0.0,0.0,2074.0155465150374,2165.409780157787,4499.92684396906,2594.562727373314,2901.613477112618,1816.0579763071464,snoRNA,SNORA64,2119.7126633364123
0.0,12915.581042486589,2988.3664863765057,1207.7623747810342,1122.190193098984,1223.477086690994,3583.559501687473,1060.8185214697369,misc_RNA,ENSG00000277524,2098.06443057877
0.0,0.0,1447.4900168386198,2674.3309727294327,1242.4248566453036,2934.8884877170863,1983.7561527198511,3171.089651679177,rRNA_pseudogene,RNA5SP382,2060.910494784026
0.0,0.0,1828.4084423224672,2216.879622130977,1830.9418940036053,1996.199457232674,0.0,1211.5664166259626,snoRNA,SNORD100,2022.6440322267222
0.0,0.0,1929.98668911816,2080.0352010117813,0.0,1053.5497135394671,0.0,2192.358277704123,tRNA,tRNA29255,2005.0109450649707
0.0,0.0,1877.8248867095608,2023.818033416868,1253.617873371838,1195.9212964502058,1501.220872328536,711.035117093229,tRNA,tRNA22420,1950.8214600632145
49300.01301447337,0.0,1586.290429412186,2307.98426413636,1588.4884011903428,432.9656357011508,1141.3391563593666,900.9691552208724,tRNA,tRNA20561,1947.1373467742728
0.0,0.0,978.58480011625,2900.3307732417798,2613.175285338479,712.2589612661185,782.3263700867019,2779.045704131987,tRNA,tRNA28121,1939.4577866790148
0.0,0.0,2573.31558549088,1300.0220006323632,1288.4405920766112,877.9580946162224,0.0,1278.8756619940716,tRNA,tRNA26291,1936.6687930616217
0.0,0.0,2538.0646870594983,1282.2134800757551,635.3953604761372,173.18625428046033,1521.7855418124886,1261.3568173092217,tRNA,tRNA26579,1910.1390835676266
0.0,0.0,1556.9640517255743,2202.390212836004,1169.3410415485214,2124.8061449535467,2333.830767905707,4974.258277143808,rRNA,RNA5SP150,1879.6771322807892
0.0,0.0,2935.75440034875,790.9993017932126,0.0,534.194220949589,1564.6527401734038,555.8091408263974,tRNA,tRNA20645,1863.3768510709813
0.0,0.0,1422.0954551396967,2298.986274802495,2034.379882226228,5877.698401851762,487.23835329961247,2192.358277704123,snRNA,RNU5A-8P,1860.5408649710957
0.0,0.0,2105.4400244925378,1560.0264007588355,3689.625331855751,2633.874283848667,1683.1870386713888,1395.1370858117143,snoRNA,SNORA21,1832.7332126256865
0.0,64926.97497033799,1877.8248867095608,1770.8407792397595,0.0,170.84589949288653,3002.441744657072,1066.5526756398435,tRNA,tRNA13037,1824.33283297466
0.0,0.0,2315.9840269417914,1321.434127701602,2182.769944223906,1412.9960863941085,3594.099382574789,1547.5470195558514,tRNA,tRNA28782,1818.7090773216967
0.0,0.0,2672.289261855913,864.0146219587398,6065.581864237585,5154.289367777699,854.5411119408589,2529.64416658168,snoRNA,SNORA33,1768.1519419073265
0.0,0.0,1251.883257806374,2276.795287593977,1253.617873371838,1025.075396957319,2251.831308492804,2310.8641305529945,tRNA,tRNA36085,1764.3392727001756
0.0,0.0,1903.548515294624,1538.656176090907,1270.7907209522743,259.7793814206905,1902.2319272656107,1081.162986265047,tRNA,tRNA30798,1721.1023456927655
0.0,0.0,1298.6826319299769,2099.4747823296484,2167.470154895234,1654.1715128470137,1038.227519180483,2335.783585591309,rRNA_pseudogene,RNA5SP207,1699.0787071298128
0.0,0.0,637.4267964059977,2747.936412345839,851.0800241240001,3363.6266083645364,2038.3549459139756,4103.12925368478,rRNA_pseudogene,RNA5SP19,1692.6816043759184
0.0,6355.285909794988,1746.1784330116684,1634.3133722235425,2392.8182424279926,3160.649140618401,1102.0867515110283,1983.562251256111,snoRNA,SNORD22,1690.2459026176055
0.0,0.0,2855.3227729419355,512.8853920303022,0.0,346.37250856092066,1521.7855418124886,360.387662088349,tRNA,tRNA34165,1684.1040824861188
0.0,0.0,1654.2743049584228,1708.6003436882486,2208.7553007027623,2307.775562991213,2645.0082036264685,1148.3781454640643,snoRNA,SNORA40,1681.4373243233358
0.0,14829.000456188303,2144.4296545757334,1213.3538672568725,3006.3613815120925,1287.6718721037928,1028.6143014102931,3288.5374165561843,rRNA_pseudogene,RNA5SP73,1678.891760916303
0.0,0.0,1929.98668911816,1418.2058188716687,702.7857774963334,574.6634801124364,0.0,199.30529797310209,Mt_tRNA,MT-TC,1674.0962539949144
0.0,0.0,973.102532328484,2359.703799467147,1559.1213887313615,2018.5658377058692,2800.596921486849,2100.242383682941,rRNA_pseudogene,RNA5SP175,1666.4031658978154
10297.284549518045,0.0,1722.9065722599885,1553.331008480901,2886.549309287516,1673.0188584103123,2860.695567870687,1091.4745073548422,snoRNA,SNORD3A,1638.1187903704447
0.0,0.0,1882.9138430421071,1369.7792787150754,1885.522817673089,2775.2041234698154,1806.3470658912468,962.4987560652248,snoRNA,SNORA54,1626.3465608785914
0.0,6066.409277531579,1491.3533506822143,1701.8469826460023,2284.0537768630834,3016.983270590292,2314.3821781731594,1195.8317878386124,snoRNA,SNORA44,1596.6001666641082
0.0,0.0,1302.159693862855,1879.549880432332,4191.312769405844,4645.77343560777,1338.4378861724297,924.4884303571604,snoRNA,SNORA53,1590.8547871475935
0.0,0.0,1247.0683221994263,1872.031680910603,3211.1903987140154,3209.27451201253,1281.8116679112884,1163.6363166275728,snoRNA,SNORA61,1559.5500015550147
0.0,0.0,1977.0595351942125,1141.4827322625629,565.6568453019269,616.7120274377368,677.3801497092174,1122.9152154094286,tRNA,tRNA35831,1559.2711337283877
0.0,0.0,1977.0595351942125,1141.4827322625629,0.0,462.53402057830255,1354.760299418435,481.2493780326124,tRNA,tRNA13028,1559.2711337283877
0.0,0.0,1403.6266829950252,1701.8469826460023,0.0,383.10898674162434,0.0,0.0,Mt_tRNA,MT-TT,1552.7368328205139
0.0,0.0,2265.636548095231,813.9268177872187,2016.6896223807828,1374.1952785297394,1811.2556177007336,2573.637978174405,rRNA_pseudogene,RNA5SP149,1539.7816829412247
0.0,0.0,1469.0943454481514,1606.5943530202935,2423.037531367956,1934.1285785873797,2487.09726609653,1325.231496224134,snoRNA,SNORA25,1537.8443492342226
0.0,0.0,1510.4243653968208,1546.460953795715,2218.3585846188607,3023.2296127654267,1207.5037451338223,1658.5666970457276,snRNA,RNU5E-6P,1528.442659596268
0.0,0.0,2154.4037459923647,870.7124097258619,1078.6944491804188,147.00693677294888,645.8740962343702,611.8209147081274,tRNA,tRNA20010,1512.5580778591134
0.0,0.0,1286.65779274544,1733.3626675098176,1717.9207894354818,2458.282664925423,2571.535753525733,3653.9304628402047,rRNA_pseudogene,RNA5SP403,1510.0102301276288
0.0,0.0,1579.0800183694032,1418.2058188716687,1405.5715549926667,1532.435946966497,1683.1870386713888,597.9158939193062,Mt_tRNA,MT-TY,1498.642918620536
0.0,0.0,1929.98668911816,1040.0176005058906,0.0,526.7748567697336,771.4607260577199,1278.8756619940716,tRNA,tRNA28963,1485.0021448120253
0.0,0.0,1903.548515294624,1025.7707840606045,0.0,346.37250856092066,0.0,720.775324176698,tRNA,tRNA19697,1464.6596496776142
0.0,0.0,2232.273760907751,676.6379569556395,0.0,152.32044051173014,2007.656829258644,633.9349236734812,tRNA,tRNA27081,1454.4558589316953
0.0,0.0,367.61651221298285,2525.75702980002,368.1258834504604,2207.4374950350734,0.0,1670.3682115840936,rRNA_pseudogene,RNA5SP48,1446.6867710065014
0.0,0.0,1586.290429412186,1282.2134800757551,0.0,173.18625428046033,0.0,1261.3568173092217,tRNA,tRNA22778,1434.2519547439706
0.0,0.0,1286.65779274544,1560.026400758836,1932.660888114917,1229.1413324627115,3085.8429042308794,1461.572185136082,tRNA,tRNA22786,1423.3420967521379
0.0,0.0,1286.65779274544,1560.026400758836,1288.4405920766112,526.7748567697336,1542.9214521154397,548.0895694260307,tRNA,tRNA22262,1423.3420967521379
0.0,0.0,1435.5272894267305,1392.4202585285475,2300.0261808970918,3186.770207896239,1377.1530316402273,706.6278746319074,snoRNA,SNORA32,1413.973773977639
0.0,0.0,964.99334455908,1820.0308008853085,0.0,351.18323784648896,771.4607260577199,2009.661754562113,tRNA,tRNA13027,1392.5120727221943
0.0,0.0,551.4247683194742,2228.609143941194,552.1888251756905,602.0284077368382,3306.260254533085,1409.3731785240789,tRNA,tRNA21369,1390.0169561303342
0.0,0.0,941.4569215210536,1826.3723716201005,0.0,1952.9214202195,903.1735329456234,2352.774737048327,rRNA_pseudogene,RNA5SP216,1383.9146465705771
0.0,0.0,1611.119323089942,1139.497544902106,0.0,1978.841201082825,0.0,2287.678202821693,rRNA_pseudogene,RNA5SP389,1375.3084339960242
0.0,0.0,1514.2972483850178,1224.020714441548,3389.589865309239,2577.1446838888496,1709.0822238817177,1011.857666632672,snoRNA,SNORA3A,1369.158981413283
0.0,0.0,1929.98668911816,780.013200379418,322.1101480191528,0.0,1157.19108908658,913.4826157100512,tRNA,tRNA20648,1354.999944748789
0.0,0.0,1903.548515294624,769.3280880454533,0.0,519.558762841381,0.0,180.1938310441745,tRNA,tRNA24596,1336.4383016700385
0.0,0.0,1072.214827287867,1560.0264007588355,429.4801973588704,819.4275549751409,514.3071507051466,1583.3698672307553,tRNA,tRNA13023,1316.1206140233512
0.0,0.0,583.8615193970904,2045.0766262048603,389.7803471828404,1806.0852232105149,1400.2984607434246,4089.945694540465,rRNA_pseudogene,RNA5SP452,1314.4690728009755
0.0,0.0,1140.4466799334582,1418.2058188716687,1405.5715549926667,1628.213193651903,631.1951395017708,946.7001653722348,snoRNA,SNORA69,1279.3262494025635
0.0,0.0,1113.4538591066307,1440.024369931233,445.9986664880577,2674.3954266771084,1602.2645848891104,1011.857666632672,snoRNA,SNORD13,1276.7391145189317
0.0,0.0,1269.0323435297491,1282.2134800757551,635.3953604761372,346.37250856092066,1521.7855418124886,1261.3568173092217,tRNA,tRNA25809,1275.6229118027522
0.0,0.0,1298.6826319299769,1224.6936230256283,1300.4820929371404,945.2408644840076,1557.3412787707243,983.48782551213,tRNA,tRNA13024,1261.6881274778025
0.0,0.0,1110.4033005885303,1410.434828083331,4765.465203571029,4935.80824699312,1141.3391563593666,720.775324176698,snoRNA,SNORD15B,1260.4190643359307
0.0,0.0,1129.7483058252644,1369.7792787150754,0.0,308.3560137188684,0.0,481.2493780326124,tRNA,tRNA13031,1249.76379227017
0.0,0.0,634.5161717648746,1795.0988721060576,0.0,865.9312714023016,0.0,2162.325972530094,tRNA,tRNA25811,1214.807521935466
0.0,0.0,1157.992013470896,1248.0211206070687,1546.1287104919336,2001.7444557249876,1851.505742538528,3178.919502670978,rRNA_pseudogene,RNA5SP77,1203.0065670389822
0.0,0.0,1953.2395407942824,451.0919713037597,0.0,609.2817620469206,2007.656829258644,1901.804771020444,tRNA,tRNA21327,1202.1657560490212
0.0,0.0,1323.419443966738,1069.732389091773,662.6265902108286,1083.6511339263088,1587.004922175881,1879.164238032105,rRNA_pseudogene,RNA5SP243,1196.5759165292557
0.0,0.0,1608.3222409317998,780.013200379418,0.0,175.59161892324448,0.0,365.3930462840205,tRNA,tRNA30954,1194.167720655609
0.0,0.0,1877.8248867095608,505.954508354217,0.0,0.0,0.0,711.035117093229,tRNA,tRNA29239,1191.889697531889
0.0,0.0,964.99334455908,1418.2058188716687,702.7857774963334,1340.8814535956851,1051.991899169618,1295.4844368251634,snoRNA,SNORA51,1191.5995817153744
0.0,0.0,735.2330244259657,1634.3133722235425,0.0,802.7045436491177,440.83470060441135,1670.3682115840936,rRNA_pseudogene,5S_rRNA,1184.773198324754
0.0,0.0,376.5827686084215,1978.5700692551088,377.104563534618,1027.8533790628944,903.1735329456234,3743.050718031429,rRNA_pseudogene,RNA5SP366,1177.5764189317651
