Geneid	02c_alignment_all_umitools/AG241010_Cyclon-CT_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-NT_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-NT_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_none_none_120mJ_2_all_dedup.bam	02c_alignment_all_umitools/AG241010_Cyclon-CT_none_120mJ_1_all_dedup.bam	02c_alignment_all_umitools/AG241010_none_none_120mJ_1_all_dedup.bam
ENSG00000237094.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000269732.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284733.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233653.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000250575.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278757.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230021.10	0.0	0.0	0.0	0.0	1.0403348085911759	0.0	0.0	0.0
ENSG00000235146.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225972.1	11.440239234722561	0.0	30.046390919845383	63.12532143444665	15.367311218302449	0.0	0.0	0.0
ENSG00000225630.1	57.06969917091485	10.245385043556153	17.843642117149557	35.98868900170751	27.378542975136547	0.0	65.19547146527556	0.0
ENSG00000237973.1	71.71094872212355	27.728274751711275	36.21923986449282	54.78770606935253	40.75375081354091	0.0	36.75959829863236	0.0
ENSG00000278791.1	47.81762916086285	0.0	125.5871620469942	0.0	64.23190756414058	0.0	0.0	0.0
ENSG00000229344.1	68.64143540833537	0.0	32.77788100346769	75.75038572133597	0.0	0.0	0.0	0.0
ENSG00000240409.1	20.55927050877678	51.67237674141364	17.998804222516075	0.0	0.0	0.0	0.0	0.0
ENSG00000248527.1	56.24364310991356	62.82632590585975	38.29701515187341	68.96510887992407	16.788956749511044	0.0	49.973621299374216	0.0
ENSG00000198744.5	38.900996300884756	0.0	20.43374300216176	60.101768561352486	20.901790761274263	0.0	0.0	0.0
ENSG00000268663.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284662.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229376.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228327.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223181.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237491.10	1.0117125865486254	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000285268.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230092.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177757.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225880.6	0.0	3.2295235463383527	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228794.12	0.47396914971787435	0.5956221174670133	0.0	0.0	0.3183338775592222	0.0	0.0	0.0
ENSG00000288531.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230368.2	12.95515675895523	0.0	15.122282999739532	14.29687645273312	0.0	165.15938806488404	11.510920380474833	0.0
ENSG00000234711.1	0.0	0.0	0.0	0.0	5.403251203410691	0.0	0.0	0.0
ENSG00000283040.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272438.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230699.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000241180.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223764.2	1.0249925325907498	0.0	0.0	0.0	0.0	78.40297540363353	0.0	0.0
ENSG00000187634.13	3.06023657381361	0.0	0.0	5.628624058872041	4.110718916497013	0.0	0.0	0.0
ENSG00000188976.11	0.7681893493351613	5.792156309822721	2.0175554913686793	1.6954959980948847	5.159422177986021	0.0	0.0	0.0
ENSG00000187961.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187583.11	2.466397563208805	3.0994442148573236	4.318461285495019	0.0	1.6565168858906147	0.0	0.0	0.0
ENSG00000187642.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272512.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188290.11	0.0	0.0	0.0	0.0	10.226547000373007	0.0	0.0	0.0
ENSG00000187608.10	0.0	0.0	0.0	0.0	0.0	0.0	13.084212266387484	0.0
ENSG00000231702.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224969.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188157.15	2.372884859390462	0.9939765807520328	1.384909385395717	1.30931806934007	0.5312368528211608	0.0	3.1625347184159325	0.0
ENSG00000242590.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000217801.12	0.0	0.0	1.4017127441914325	0.0	0.0	0.0	0.0	0.0
ENSG00000273443.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237330.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131591.18	1.346336284503889	1.6918984475597316	0.0	0.0	4.521227280297778	0.0	0.0	0.0
ENSG00000285812.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223823.1	0.0	13.20516294502793	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207730.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207607.3	0.0	0.0	0.0	0.0	63.51821970231679	0.0	0.0	0.0
ENSG00000198976.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272141.1	0.0	0.0	3.774825201682703	0.0	0.0	0.0	0.0	0.0
ENSG00000205231.1	0.0	0.0	1.0548563063592378	1.3297066576225454	0.0	0.0	0.0	0.0
ENSG00000162571.14	0.0	0.0	0.0	1.1747183378496322	0.0	0.0	0.0	0.0
ENSG00000186891.14	0.0	8.415564111308123	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186827.12	0.0	0.0	1.886456948891558	0.0	2.8945011509916507	0.0	0.0	0.0
ENSG00000078808.20	2.7245640174883436	0.0	2.385244861754691	7.015720743290613	1.21994019914821	0.0	0.0	0.0
ENSG00000176022.7	1.5172081979739014	0.0	1.3282540014477104	1.6743400765500287	30.570266166890434	0.0	0.0	0.0
ENSG00000184163.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000260179.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160087.21	1.814439989476356	0.0	0.0	0.0	2.4372798009842302	0.0	0.0	0.0
ENSG00000230415.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162572.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131584.19	1.4663267469794854	0.0	2.567418725664978	1.0787926759441437	3.2827838366880155	0.0	0.0	0.0
ENSG00000278073.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169972.12	1.730690929368358	0.0	0.0	0.0	0.0	0.0	4.613262315965005	0.0
ENSG00000127054.22	0.5179855154962018	1.3018721988160449	0.0	0.5716314404482511	0.6957935459114547	0.0	0.0	0.0
ENSG00000283712.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240731.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224051.7	3.3313260237313447	0.0	1.458220146403455	1.8381698296371154	0.0	0.0	0.0	0.0
ENSG00000169962.5	4.898726901084078	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000107404.21	0.0	0.0	0.9597507661156175	2.419641378012792	1.472601693253094	0.0	0.0	0.0
ENSG00000284372.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162576.17	1.1749776353718369	0.0	0.0	0.0	1.5783102631718695	0.0	0.0	0.0
ENSG00000175756.14	0.0	0.0	0.0	3.400813841218559	0.0	0.0	0.0	0.0
ENSG00000223663.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000221978.13	2.488026305359131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224870.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000242485.6	3.076088901566168	0.0	0.0	0.0	0.0	0.0	4.099751367892283	0.0
ENSG00000264293.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272455.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235098.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225905.1	0.0	0.0	0.0	8.649215312565065	0.0	0.0	0.0	0.0
ENSG00000205116.4	2.645799810579293	0.0	1.1581450028165456	0.0	1.7770095658092977	0.0	0.0	0.0
ENSG00000225285.1	0.0	0.0	4.378087513584991	0.0	0.0	0.0	0.0	0.0
ENSG00000179403.12	0.0	0.0	0.0	0.0	1.128655433999706	0.0	0.0	0.0
ENSG00000215915.10	3.2070602828310424	2.6868078335776495	0.0	0.0	1.4359808523507942	0.0	0.0	0.0
ENSG00000160072.20	3.3222240400599476	1.3916448068530605	0.9694906255687815	0.6110491692327388	0.0	0.0	2.9518636572880426	0.0
ENSG00000284740.2	5.751039182860532	0.0	0.0	0.0	7.725188882714204	0.0	0.0	0.0
ENSG00000197785.14	3.817974577138272	3.1986190147944447	0.0	2.808925786317482	1.7095214632800573	0.0	3.392348096578334	0.0
ENSG00000205090.9	0.0	0.0	1.8545308482134535	0.0	0.0	0.0	0.0	0.0
ENSG00000160075.12	0.615084404584014	0.0	0.538481351938261	0.0	0.0	0.0	0.0	0.0
ENSG00000215014.5	1.8117364816163444	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000274481.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228594.4	6.010973157227109	5.035867224798786	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000286989.1	0.0	0.0	0.0	0.0	3.1238468706057434	0.0	0.0	0.0
ENSG00000272106.1	2.0882085354841973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197530.13	1.463637164501935	1.22620451512927	0.42711824762820444	0.0	3.932114942021216	0.0	0.0	0.0
ENSG00000189409.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000248333.9	1.2194180502340382	0.0	0.0	0.0	3.276011331351582	0.0	0.0	0.0
ENSG00000272004.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189339.12	0.0	0.0	0.0	1.6650403857443266	4.728962232623444	0.0	0.0	0.0
ENSG00000269737.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215914.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008128.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000268575.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227775.3	0.0	0.0	0.0	1.7022558589064263	6.215991054594249	0.0	0.0	0.0
ENSG00000215790.8	0.0	0.0	0.0	2.877772006570362	0.0	0.0	0.0	0.0
ENSG00000008130.15	0.0	0.0	0.6688963149121773	1.6863640627371024	0.0	0.0	0.0	0.0
ENSG00000078369.18	1.3264045489533407	1.6668508626262466	0.5806065878230993	1.463775569494415	3.5634344854034667	0.0	0.0	0.0
ENSG00000231050.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169885.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178821.13	0.0	0.0	2.328595296288017	0.0	0.0	0.0	0.0	0.0
ENSG00000142609.20	1.633379004151523	2.052616001817813	2.502424421265188	1.8025422816053849	2.74258288870107	0.0	5.4423392990586965	0.0
ENSG00000233542.2	0.0	0.0	3.611975253573269	0.0	0.0	0.0	0.0	0.0
ENSG00000187730.9	0.7702749312790576	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226969.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000067606.17	5.5305639965130515	8.340102912649218	5.810140310426242	3.6620069510509397	5.200322080891433	169.2159344384075	8.845233555522766	0.0
ENSG00000271806.1	0.0	0.0	0.0	1.1192859663305124	0.0	0.0	2.703530036929921	0.0
ENSG00000182873.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162585.17	1.5594609729999243	0.0	1.0239334391885748	0.0	1.57108091971652	0.0	0.0	0.0
ENSG00000234396.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157933.10	7.796828693710156	6.532019533113052	3.9817202012863806	0.717026551866081	1.7455388620484005	0.0	1.731910234344725	0.0
ENSG00000287356.1	0.7345131162093189	0.0	1.9291089786300455	0.0	0.0	0.0	0.0	0.0
ENSG00000116151.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272161.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000269896.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272420.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157916.20	0.0	0.0	0.0	0.8255447204645509	1.0048584589925313	0.0	0.0	0.0
ENSG00000157911.11	1.1252694329235307	0.0	6.895892997997302	2.4836192039782286	0.0	0.0	5.998948722875699	0.0
ENSG00000149527.18	3.1497966474728787	0.0	0.0	1.738004964278964	1.0577555320952006	0.0	0.0	0.0
ENSG00000224387.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229393.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157881.16	1.6781423483110383	2.1088686879875045	2.2037179460138963	3.703883213503809	1.127097747083697	0.0	0.0	0.0
ENSG00000197921.6	0.0	0.0	2.8140124426441293	0.0	0.0	0.0	0.0	0.0
ENSG00000272449.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238164.6	0.6934608107082929	1.742900763479326	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157873.18	0.0	0.0	0.5995739417542367	0.0	0.0	0.0	0.0	0.0
ENSG00000225931.3	0.0	8.246863520025153	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228037.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000289610.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157870.17	1.2624648458370789	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142606.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237058.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215912.13	0.5470140096808217	0.0	0.478888492809875	0.0	0.0	0.0	0.0	0.0
ENSG00000285945.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000283259.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233234.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000287396.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231630.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284745.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169717.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177133.14	0.0	0.0	0.0	0.7770555782135722	0.9458371563879073	0.0	1.8769047046588268	0.0
ENSG00000142611.17	0.0	1.0951348403268788	0.3814633433050914	0.4808563442943412	2.3412060093000973	0.0	1.1614632983472868	0.0
ENSG00000283572.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226286.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279839.1	0.0	0.0	0.0	0.0	2.1354649881242103	0.0	0.0	0.0
ENSG00000272235.1	0.0	0.0	0.0	0.0	0.0	0.0	3.277668891926596	0.0
ENSG00000287828.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000286518.1	0.0	3.8420193913335576	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130762.15	1.5987111176997721	0.0	0.0	0.0	1.0737490182585483	0.0	0.0	0.0
ENSG00000272088.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162591.17	0.0	0.0	0.4130088098947819	0.0	5.703331998545238	0.0	0.0	0.0
ENSG00000207776.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238260.3	6.615184966813668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158109.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116213.16	2.229902538808904	0.0	0.9760944391042252	0.0	5.990714983713399	0.0	0.0	0.0
ENSG00000078900.15	6.917904381333638	0.0	124.43033236851588	1.3880667695353421	2.5343459907825525	0.0	0.0	0.0
ENSG00000227589.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235131.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227372.12	0.0	0.0	0.0	0.0	0.5892835556343172	0.0	0.0	0.0
ENSG00000276189.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162592.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235169.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130764.10	1.8876775317439756	2.372184960184658	0.8262924094169056	0.0	0.0	0.0	2.515859843636715	0.0
ENSG00000266075.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272153.1	0.0	0.0	0.0	0.0	10.765799949545219	0.0	0.0	0.0
ENSG00000116198.14	0.7161580135156572	0.0	0.0	0.0	0.48099619463260507	0.0	0.9544814501437062	0.0
ENSG00000169598.17	1.0996819109345717	0.0	0.0	1.2135720709878113	0.0	0.0	0.0	0.0
ENSG00000198912.12	0.0	0.0	0.0	0.0	15.21939730733374	0.0	0.0	0.0
ENSG00000236423.8	0.0	0.0	0.0	1.0043892033196813	0.0	0.0	0.0	0.0
ENSG00000233304.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226374.3	0.0	0.0	0.0	0.0	0.0	0.0	5.232477875903112	0.0
ENSG00000284668.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284703.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229280.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235054.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284694.1	0.0	0.0	0.0	0.0	5.04112854780292	0.0	0.0	0.0
ENSG00000227169.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232596.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196581.11	0.3397005903030646	0.0	0.594788070571652	0.37488217710111993	0.0	0.0	0.0	0.0
ENSG00000287586.1	0.0	0.0	0.0	1.4562864851853736	0.0	0.0	0.0	0.0
ENSG00000284739.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284674.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231510.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284616.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284692.2	0.0	0.0	0.0	0.0	0.0	140.55662948008916	0.0	0.0
ENSG00000284666.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000260972.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000283356.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236948.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000264341.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000289893.1	0.0	0.0	0.0	0.0	3.8521831355852503	0.0	0.0	0.0
ENSG00000264101.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131697.18	0.646429558033993	0.0	0.8488841362635743	1.7834449436936395	1.3024925434514723	0.0	0.0	0.0
ENSG00000069424.16	0.24511974399935454	0.0	0.0	0.5410118551690855	0.0	0.0	0.0	0.0
ENSG00000116254.18	0.4216137304653055	0.0	0.0	0.4652787710246513	2.2653615110792598	0.0	0.0	0.0
ENSG00000285629.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116251.11	0.9122763119650147	0.0	1.5973215322876002	2.013515075979777	0.0	0.0	2.4317281961324646	0.0
ENSG00000226944.1	0.0	0.0	0.0	0.0	45.37015693022628	0.0	0.0	0.0
ENSG00000158286.13	0.0	0.0	0.5649359323822332	0.712134028009527	2.6004426565012184	0.0	0.0	0.0
ENSG00000116237.16	6.9340431695589295	15.249139286824514	11.382135867802935	7.6521774577968715	6.9857105171590765	198.89765002599984	16.172725915418663	0.0
ENSG00000225077.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000173673.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158292.7	2.027522151175223	5.095846586694913	3.5500261782380442	3.3562581572578587	8.17051897076014	0.0	2.7022420283368147	0.0
ENSG00000097021.20	0.0	0.0	2.129001413749044	1.3418639756350943	0.0	0.0	0.0	0.0
ENSG00000271746.1	5.084550770987806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000069812.11	0.7870850740367659	0.0	0.0	0.8686006870210524	1.057266464436566	0.0	0.0	0.0
ENSG00000187017.18	0.0	0.0	1.0737038830146477	1.3534651051074438	1.6474466205211848	0.0	0.0	0.0
ENSG00000265392.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231868.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215788.11	5.9898226535070975	5.018147776435667	1.7479486155575077	1.1016945612767606	9.386929020046816	0.0	0.0	0.0
ENSG00000171680.23	0.0	0.0	1.6117170039196083	1.3544409271010327	3.2972687949292068	0.0	1.6357623698569501	0.0
ENSG00000162408.11	1.755921741981898	0.0	0.0	0.0	0.0	0.0	3.120344391406395	0.0
ENSG00000253022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229519.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000173662.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204859.13	0.0	0.0	0.0	1.0413578524884324	1.2675476215539938	0.0	0.0	0.0
ENSG00000162413.17	0.6380463261344518	0.0	0.0	0.0	1.7141348645302883	0.0	1.7007514295289279	0.0
ENSG00000116273.6	1.1717425647898658	0.0	0.0	0.0	0.0	0.0	3.1233513312108885	0.0
ENSG00000041988.16	0.0	0.0	0.9160935515271275	2.3095765501464616	1.4056158773564078	0.0	0.0	0.0
ENSG00000007923.17	0.0	0.0	0.30584078756040284	0.0	1.407808185817233	0.0	0.0	0.0
ENSG00000228750.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284744.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237436.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171735.20	0.3188797388968075	0.8014522692546547	0.5583324552766114	0.35190498386953617	2.570046353907618	0.0	8.499934088834069	0.0
ENSG00000227950.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237365.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207056.1	25.792539365556323	0.0	22.580318024611074	0.0	0.0	0.0	0.0	0.0
ENSG00000237402.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237728.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225126.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000270171.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
